engagement,tenure,campaign,value
-0.3251419871468946,22.38710227564963,1,110.23366709177166
-0.6535918650700386,29.37765104440414,1,134.22768109441452
-0.36232630608130156,20.422203867936382,0,106.010556241238
-1.3031196437277046,20.112612293197138,0,94.95990530019003
-0.3772125829929971,21.790191987359243,1,124.75941203376368
-1.2925329137300876,16.342177223664287,1,81.87378614171567
-0.5038741799954433,26.855924788214256,0,128.89812166176196
-1.1873481329928661,20.28688135860876,0,79.0512119914638
-0.28324285847623704,28.757690075763804,0,127.78292045511313
0.08097427961866514,27.272947391823703,0,142.0853321038948
-0.6630491740379529,13.549823345729349,0,87.40224642107647
0.010596057301107374,20.317632829404584,1,117.6599340854784
-0.7908847696275746,19.843162287167235,0,81.72923507809821
0.2369731299165827,26.482094292260985,0,153.60875673637057
0.05437949611686499,24.99801394699134,0,130.4879571903235
0.5213350387049371,25.35300484202493,0,121.57136831443177
-0.6154110412137506,15.338356615786681,0,77.16533273570786
-1.0823433846032222,22.531016247309832,0,107.22359261920018
0.42259096085385883,21.505179240835552,1,132.79892862521464
-0.4224685441246878,31.042378535544273,0,144.1726973391199
-1.4819543269345785,21.74687827735066,0,87.28817483031095
-0.9491044318717391,26.932472313128624,1,119.82334235369694
-0.1944978016487212,14.959441043897556,0,93.96712788140641
-0.8804547319186341,27.537169593618753,0,116.2449224361626
1.0347299485018262,30.80869908452888,1,184.82601072721357
0.94097160385168,22.88898469643816,0,150.96564879399824
1.4682471064215592,21.897930214095968,1,146.02645364493958
-1.4620964843274522,31.017550696325962,0,124.40263685408291
0.6536141340832017,19.33336184611013,0,111.43971541285033
2.1281091289795784,16.460246010297556,1,139.78233307911492
0.6383076513712048,12.118685764801196,1,112.50523898790354
1.50275648516859,22.584651054676392,1,150.49118128962564
-0.37591230323115277,16.573582584726772,1,91.92737662858096
-0.14229082221283426,27.894168522523728,1,130.02572035843616
0.3343000018284018,25.904955995646006,0,133.78764468931547
0.7711120404309518,28.98680829909422,0,153.94264247155888
-1.6404298821333358,21.573594308829062,0,88.48698466383577
-0.6604997334403488,18.36803893572583,0,78.81422929812383
-0.4631573603878805,39.480216187092594,0,160.41133857668902
1.3901452612429526,21.728345370779813,0,146.52130293563062
-0.2953334886702817,21.11125045417527,1,105.87379197850635
-0.041326514786101186,17.11550714869616,0,112.13868751652254
-0.7836573410084746,31.215226334978105,1,138.2196942181574
1.1408226524030067,35.91984090377697,0,176.44473029041913
-0.08238263087856576,13.323033860041313,0,86.9952202242867
-0.1358310647471796,28.387444084473184,1,135.9822755589973
-0.3176600218067579,30.91939297917879,0,118.236203648503
0.4913009045937202,19.675046705479094,0,120.80502275327967
-1.106293993720502,42.433389266202674,0,150.28208923334438
-1.2478186092588968,15.51863875662093,0,76.80762099450143
-1.5094426507213106,27.804789022888578,0,110.86472754831836
0.39257481188066734,8.763989393937859,1,86.35217535975559
0.3279531785187323,18.718029649205885,0,110.20298408353486
-1.6357527598724935,33.45329318189127,0,105.48421969146672
0.6967791912680029,31.30850217834591,0,161.23285946186238
-0.26496332425786195,16.381775443471643,0,78.94742591895852
1.2374063887304143,24.70647631821585,0,145.87029807931472
0.7833926422923738,23.878086137947154,1,146.4903897905155
-0.4665956002127644,22.257867981809202,0,104.96359427693125
0.15715234196568767,21.442858669678778,0,121.2106170134453
0.07425977868665681,30.7026456071833,1,153.69052010546596
-0.034401717998432516,35.819111325360346,1,173.3813811151784
0.9718723203206195,19.657263002864426,1,139.48878413278257
-2.1284632655259217,29.38838617490311,0,93.17412142926273
0.17629889361484166,13.430817061697965,1,94.2076700660276
-1.2099094001917459,11.117159452583788,0,54.93853403494318
0.970347503858568,32.10486977194806,1,170.22821684538428
-0.5181771902764839,18.27497326015947,0,100.7017379499248
-0.3085993551163998,24.599665651450117,1,129.90235544997336
-0.14481804481195729,24.138111336007448,0,112.52859695001837
-1.4380991759697133,24.924726340918323,0,92.09926824446696
-2.5354308522951237,32.06214509600344,0,96.62701148373475
-0.3644380359105141,29.49036221327653,0,122.52605291635643
-0.34909052121187395,38.751692111056855,0,149.37829585378068
-0.4783101409599259,28.86167334408453,1,142.02729990083964
1.1461656296229592,29.283843013935016,1,168.16217311660637
-0.04145944302741895,11.630891180961871,1,79.48557983387923
-0.36975792920191475,29.84561831871234,0,124.81406691173339
1.8899582492115394,28.83864384626722,0,176.26922648933632
1.8672842541962447,26.647261547766647,0,173.35284800748974
-1.5086797629083304,24.08010587431418,0,83.82770829145963
-1.0115383508906286,28.25327994892382,1,128.50573048990583
1.5405974000056935,30.05317338139062,1,176.928757278658
-0.29279610368553344,25.36559366768898,1,129.89013959071133
-0.20972938720435144,32.32084228519435,1,147.12325152203914
0.15795045866406304,13.195134290062818,0,89.42889874312543
-0.3962624684959404,28.66032062564154,1,135.97751210643796
1.099794577858826,41.16291077863874,1,210.31476779324407
0.5118521705417551,26.865444822422646,1,137.88982300497204
-0.5033864365205772,16.871762244357903,0,92.76432223815394
-1.0730592471079772,15.809496772446963,0,82.8145598581743
0.5494738833828104,28.25902701941104,0,142.3131601617531
1.418163955813626,21.863344238193918,0,137.03995897830467
0.4353647640890326,25.79162179598303,0,139.03082479135026
1.6284207219179336,21.37986421704739,1,154.21060322383002
-0.5693305818375937,19.516305277744276,0,103.9652805731888
-0.6141653881748823,22.531978097583185,0,113.80502847754178
1.8677363489172076,22.43123360757979,1,158.267623726267
0.19232176641195825,15.856716866784073,1,103.11347236229315
-0.8961130205954789,17.662411147537803,0,72.86628517297092
-0.65609529405095,13.288215217889345,0,65.65041111359591
0.9114225258991622,25.696915888365393,1,168.914694251479
0.5225017037033524,16.138594669977262,1,120.43656274437691
1.6677053328234779,18.99202094374752,1,152.86225288815598
-1.2502137936113582,25.31473828274833,0,92.98574541177206
-0.8933778227005816,31.33892847234995,1,139.6417521729498
-1.8803199776760502,25.27611106933326,0,77.26861077161996
0.7547616162513698,26.32066291832088,0,138.98571771324143
